id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,target
75803,0.518109,tcp,-,CON,6,2,978,86,13.51067,62,252,12584.22363,663.952942,2,1,103.6218,0.001,6136.957861,0.0,255,652183450,3385947461,255,0.423599,0.188894,0.234705,163,43,0,0,5,3,3,2,1,4,0,0,0,2,5,0,Normal,0,0
38373,0.015841,tcp,-,FIN,40,42,2542,23508,5113.313624,31,29,1251941.125,11589673.0,7,14,0.418946,0.372878,0.0,23.783203,255,1374625285,1393566267,255,0.000675,0.000549,0.000126,64,560,0,0,10,0,4,1,1,4,0,0,0,5,9,0,Normal,0,0
71408,0.545262,tcp,-,FIN,10,6,534,268,27.509712,254,252,7057.158203,3286.493652,2,1,57.841111,92.789797,3123.279047,138.538312,255,156414244,3041484541,255,0.137331,0.081305,0.056026,53,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0,0
3461,0.033298,tcp,http,FIN,8,10,1052,824,510.541163,31,29,221274.5469,178268.9688,2,2,4.705714,3.638556,298.587614,7.913471,255,2890166872,748041002,255,0.000675,0.000549,0.000126,132,82,1,83,2,0,1,1,1,3,0,0,1,2,1,0,Normal,0,0
30438,0.124314,udp,-,CON,4,4,568,304,56.309023,31,29,27414.44922,14672.52246,0,0,36.331668,36.308332,51.37225,51.339961,0,0,0,0,0.0,0.0,0.0,142,76,0,0,14,0,6,1,1,4,0,0,0,8,5,0,Normal,0,0
13002,1.117929,tcp,ftp-data,FIN,14,6,8928,320,16.995713,31,29,59331.14063,1910.675903,4,1,85.994538,223.458594,7339.021093,301.056719,255,916418789,4009437212,255,0.000594,0.000485,0.000109,638,53,0,0,4,0,3,1,1,2,0,0,0,3,4,0,Normal,0,0
29103,0.004068,tcp,http,FIN,8,10,1040,824,4178.957948,31,29,1789577.25,1459193.75,2,2,0.531714,0.392667,34.208713,0.719122,255,162671847,163666884,255,0.000659,0.000529,0.00013,130,82,1,83,3,0,2,1,1,1,0,0,1,14,3,0,Normal,0,0
104194,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,DoS,1,1
43481,3e-06,udp,-,INT,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,21,2,5,5,1,21,0,0,0,5,21,0,Normal,0,0
74330,1.748216,tcp,http,FIN,10,10,818,1166,10.868222,62,252,3372.580811,4804.897949,2,2,194.246222,182.492781,11659.76041,278.514344,255,4179021630,1073272985,255,0.149537,0.064568,0.084969,82,117,1,138,2,1,1,1,1,1,0,0,1,1,1,0,Normal,0,0
32353,0.005104,tcp,-,FIN,18,18,3960,2456,6857.366483,31,29,5862068.5,3636363.5,7,7,0.282353,0.273118,14.196223,0.348882,255,2212573438,66028594,255,0.000568,0.000459,0.000109,220,136,0,0,12,0,4,1,1,4,0,0,0,12,4,0,Normal,0,0
69793,0.196592,tcp,-,CON,6,2,1012,86,35.606738,62,252,34345.24219,1749.816895,2,1,39.3184,0.008,2445.955624,0.0,255,1827258074,4260638188,255,0.171082,0.081688,0.089394,169,43,0,0,9,3,5,5,1,9,0,0,0,5,9,0,Normal,0,0
20219,1.905003,tcp,http,FIN,14,18,1684,10168,16.272941,31,29,6567.96875,40331.69531,3,5,146.511692,112.028,14763.3427,12920.46263,255,2782999396,656073252,255,0.000678,0.000524,0.000154,120,565,1,3924,2,0,4,1,1,6,0,0,1,1,3,0,Normal,0,0
22995,0.001031,udp,dns,CON,2,2,130,162,2909.796171,31,29,504364.6563,628516.0,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,2,2,1,2,0,0,0,7,2,0,Normal,0,0
74885,0.788928,tcp,-,FIN,10,8,2322,354,21.548228,254,252,21193.31641,3143.506348,2,1,84.360333,104.234141,5999.572863,136.892875,255,4234697011,553244304,255,0.121415,0.05928,0.062135,232,44,0,0,7,1,1,1,1,5,0,0,0,1,5,0,Normal,0,0
29934,0.778798,tcp,-,FIN,122,126,7818,15180,317.155418,31,29,79650.95313,154699.9375,30,32,6.541252,6.226632,444.278313,442.287824,255,189951438,191007558,255,0.00058,0.000467,0.000113,64,120,0,0,7,0,3,1,1,1,0,0,0,2,9,0,Normal,0,0
35678,0.072728,tcp,-,FIN,84,86,4862,79882,2323.726744,31,29,528544.6875,8684853.0,7,36,0.872325,0.849859,56.304672,56.165629,255,242713055,254440902,255,0.00079,0.000487,0.000303,58,929,0,0,6,0,1,1,1,1,0,0,0,3,7,0,Normal,0,0
30556,0.029965,tcp,-,FIN,62,60,3702,48606,4038.044355,31,29,972601.375,12760487.0,7,24,0.486164,0.497475,27.155315,0.698888,255,678479488,2824191754,255,0.000745,0.000602,0.000143,60,810,0,0,5,0,5,1,1,2,0,0,0,5,9,0,Normal,0,0
143472,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,4,0,0,0,5,3,0,DoS,1,1
46617,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.736,0.0,15.492028,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0,0
11590,0.001076,udp,dns,CON,2,2,146,178,2788.103975,31,29,542750.9375,661710.0,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,3,1,1,1,0,0,0,2,5,0,Normal,0,0
4131,0.01115,udp,-,CON,4,4,568,304,627.802708,31,29,305650.2188,163587.4531,0,0,3.2,1.600333,4.519827,2.260385,0,0,0,0,0.0,0.0,0.0,142,76,0,0,3,0,4,1,1,3,0,0,0,3,5,0,Normal,0,0
21417,0.001058,udp,dns,CON,2,2,130,162,2835.538689,31,29,491493.375,612476.375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,3,1,1,3,0,0,0,2,3,0,Normal,0,0
31605,0.087289,tcp,-,FIN,60,62,3614,50036,1386.199896,31,29,325722.5938,4511817.0,7,24,1.47378,1.420656,85.63925,83.496255,255,1642856394,1643164451,255,0.000769,0.00062,0.000149,60,807,0,0,12,0,5,1,1,5,0,0,0,3,14,0,Normal,0,0
17959,0.047349,tcp,ftp-data,FIN,14,8,8928,424,443.515189,31,29,1400832.125,62683.48047,4,1,3.642231,6.620286,392.416944,16.057435,255,3595961637,1757196921,255,0.000705,0.000567,0.000138,638,53,0,0,1,0,8,1,1,4,0,0,0,7,1,0,Normal,0,0
611,11.471816,tcp,-,FIN,16,18,1272,2572,2.876615,31,29,831.951965,1694.587891,4,4,764.764542,714.228313,51157.34693,1367.451125,255,3786611709,1663439273,255,0.044331,0.044154,0.000177,80,143,0,0,4,0,2,3,1,2,0,0,0,5,6,0,Normal,0,0
22024,0.00103,udp,dns,CON,2,2,130,162,2912.621237,31,29,504854.3438,629126.1875,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,1,1,1,1,0,0,0,8,1,0,Normal,0,0
13441,1.074157,tcp,http,FIN,14,18,1684,10168,28.859841,31,29,11648.2041,71527.71875,3,5,82.600462,63.147294,9188.65605,8044.721599,255,3953872514,3954819555,255,0.000762,0.000646,0.000116,120,565,1,3924,1,0,2,1,1,2,0,0,1,3,2,0,Normal,0,0
81643,0.307152,tcp,-,CON,6,2,998,86,22.790019,62,252,21670.05273,1119.966675,2,1,61.4304,0.007,3255.194026,0.0,255,86159305,231484970,255,0.207576,0.072765,0.134811,166,43,0,0,4,3,3,3,1,4,0,0,0,3,4,0,Normal,0,0
38758,1.034902,tcp,http,FIN,12,18,1580,10168,28.021978,31,29,11201.06055,74240.85156,3,5,94.048997,60.649528,9602.347736,7745.703363,255,452174322,455175494,255,0.007701,0.003854,0.003847,132,565,1,3924,1,0,6,1,1,1,0,0,1,1,2,0,Normal,0,0
113305,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.612,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0,0
22002,2.091406,tcp,-,FIN,234,438,13454,548216,320.83678,31,29,51245.90625,2092238.375,21,197,8.974433,4.784778,3072.7059,2243.445104,255,2504231453,364324494,255,0.000562,0.000453,0.000109,57,1252,0,0,7,0,4,2,1,6,0,0,0,3,12,0,Normal,0,0
46538,0.974929,tcp,-,CON,6,2,978,86,7.18001,62,252,6687.666504,352.846222,2,1,194.9858,0.009,12004.97385,0.0,255,1134564184,1837366877,255,0.837849,0.431274,0.406575,163,43,0,0,2,3,1,1,1,2,0,0,0,1,2,0,Normal,0,0
69343,1.210485,tcp,http,FIN,10,10,862,1178,15.696188,62,252,5128.522949,7012.06543,2,2,134.498333,124.942891,9263.187793,167.588531,255,3346984179,4215364587,255,0.138072,0.085299,0.052773,86,118,1,124,3,1,1,2,1,2,0,0,1,2,2,0,Normal,0,0
32120,0.073046,tcp,-,FIN,60,62,3598,46036,1656.490458,31,29,387591.375,4960600.5,7,24,1.232136,1.187197,76.9722,75.359313,255,4222314810,2073076272,255,0.000771,0.000615,0.000156,60,743,0,0,6,0,6,1,1,2,0,0,0,5,5,0,Normal,0,0
110881,0.441294,tcp,http,FIN,14,6,8140,268,43.055195,254,252,137033.3594,4060.784668,4,1,27.420846,73.695398,1768.420374,95.179148,255,2789367999,2699797795,255,0.136886,0.072808,0.064078,581,45,1,0,1,1,1,1,1,2,0,0,1,1,1,0,DoS,1,1
27675,0.031869,tcp,-,FIN,122,126,7814,14682,7750.478111,31,29,1945464.125,3656468.5,30,32,0.260479,0.250664,16.215787,14.31195,255,4078259789,1933952876,255,0.00068,0.000529,0.000151,64,117,0,0,8,0,2,1,1,1,0,0,0,13,6,0,Normal,0,0
11364,0.04565,tcp,-,FIN,40,40,2542,19266,1730.558537,31,29,434435.9063,3292004.25,7,13,1.225513,0.993474,94.861687,2.101106,255,3004776357,3074378470,255,0.01481,0.007893,0.006917,64,482,0,0,12,0,4,1,1,1,0,0,0,2,7,0,Normal,0,0
30715,0.05982,tcp,-,FIN,52,54,3182,39076,1755.265795,31,29,417385.5,5129120.5,7,20,1.166784,1.139,73.922881,73.920788,255,2973091025,2973410232,255,0.000722,0.000583,0.000139,61,724,0,0,6,0,2,1,1,3,0,0,0,3,6,0,Normal,0,0
71223,4e-06,ipv6-no,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,DoS,1,1
15989,2.257987,tcp,-,FIN,36,14,34706,1014,21.700745,254,252,119547.1875,3337.486084,15,2,62.312256,166.067313,6201.234473,245.888,255,2326019592,4127196652,255,0.179982,0.099109,0.080873,964,72,0,0,1,1,2,1,1,1,0,0,0,1,3,0,Normal,0,0
80265,17.781,ospf,-,INT,22,0,5984,0,1.181036,254,0,2569.934082,0.0,0,0,846.714313,0.0,1094.3595,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,2,1,1,3,0,0,0,2,1,0,DoS,1,1
75271,1e-06,tcp,-,REQ,2,0,90,0,1000000.003,254,0,360000000.0,0.0,1,0,0.001,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,26,1,1,39,0,0,0,26,5,0,Normal,0,0
41079,0.266824,tcp,-,CON,6,2,998,86,26.234521,62,252,24945.28125,1289.239258,2,1,53.3648,0.008,2701.784123,0.0,255,2839703704,3850959417,255,0.154847,0.101061,0.053786,166,43,0,0,4,3,3,3,1,4,0,0,0,3,4,0,Normal,0,0
40449,0.338722,tcp,-,FIN,66,68,3926,57474,392.652393,31,29,91331.53906,1337474.375,7,27,5.287891,5.12506,0.0,391.38311,255,1727272886,1905189499,255,0.000579,0.000464,0.000115,59,845,0,0,4,0,5,1,1,1,0,0,0,3,11,0,Normal,0,0
46041,6.34659,tcp,-,REQ,10,0,450,0,1.418084,254,0,510.510376,0.0,9,0,705.176687,0.0,1037.012187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,20,6,14,2,2,20,0,0,0,13,20,0,Normal,0,0
69976,1.590402,tcp,-,CON,6,2,1012,86,4.401403,62,252,4245.467285,216.297516,2,1,318.0804,0.007,17822.67493,0.0,255,685323647,3754014009,255,0.392651,0.237446,0.155205,169,43,0,0,2,3,1,1,1,2,0,0,0,2,2,0,Normal,0,0
30972,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.696,0.0,15.492023,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0,0
45639,9.543898,tcp,-,REQ,6,0,270,0,0.523895,254,0,188.602188,0.0,5,0,1908.779625,0.0,3505.84475,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,52,6,25,2,2,51,0,0,0,26,51,0,Normal,0,0
481,6.411868,tcp,http,FIN,8,10,1052,824,2.651333,31,29,1149.119141,925.783264,2,2,915.815821,712.364687,75375.73328,1985.4035,255,1432002375,3578480733,255,0.00075,0.000582,0.000168,132,82,1,83,8,0,9,8,1,2,0,0,1,14,6,0,Normal,0,0
2011,0.004064,tcp,-,FIN,12,12,1064,2260,5659.448524,31,29,1921259.75,4078740.0,4,4,0.338455,0.314364,16.924165,0.38615,255,237161612,237477546,255,0.000735,0.000597,0.000138,89,188,0,0,6,0,2,1,1,2,0,0,0,3,11,0,Normal,0,0
8997,0.005284,tcp,-,FIN,22,14,1470,1728,6623.769636,31,29,2125662.25,2429977.25,5,4,0.251619,0.379083,17.065568,0.428858,255,461052841,461351398,255,0.000698,0.00057,0.000128,67,123,0,0,5,0,1,1,1,1,0,0,0,3,1,0,Normal,0,0
112322,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.664,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0,0
69281,1.340009,tcp,http,FIN,10,8,832,1092,12.686482,62,252,4471.611816,5707.424316,2,2,148.889889,180.514719,9643.087772,364.572656,255,1732651333,1237619331,255,0.121003,0.075747,0.045256,83,137,1,125,1,1,1,1,1,1,0,0,1,1,1,0,Normal,0,0
746,1.482739,tcp,-,FIN,16,18,1540,1644,22.256109,31,29,7790.986816,8379.087891,4,4,98.773668,87.193234,6195.553116,172.843063,255,3103798684,1245705873,255,0.000568,0.00045,0.000118,96,91,0,0,17,0,7,11,1,6,0,0,0,13,14,0,Normal,0,0
29045,0.00101,udp,dns,CON,2,2,146,178,2970.297008,31,29,578217.8125,704950.5,0,0,0.007,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,9,2,1,7,0,0,0,14,2,0,Normal,0,0
100542,0.71889,tcp,-,FIN,10,6,756,268,20.865501,254,252,7578.349609,2492.731689,2,1,76.043889,122.910602,4133.361498,196.139516,255,1247217854,514518185,255,0.167353,0.104334,0.063019,76,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0,0
73838,0.358837,tcp,-,FIN,10,6,574,268,41.801708,254,252,11526.12402,4993.910645,2,1,38.074222,62.438602,1852.767137,89.823203,255,1771798984,4033301387,255,0.088474,0.04664,0.041834,57,45,0,0,7,1,2,2,1,6,0,0,0,2,6,0,Normal,0,0
23666,0.001101,udp,-,CON,2,2,146,178,2724.795636,31,29,530426.875,646684.8125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,13,0,1,1,1,1,0,0,0,5,9,0,Normal,0,0
26635,1.124148,tcp,-,FIN,122,126,7814,14682,219.721956,31,29,55152.87891,103658.9453,30,32,9.287215,8.989,552.902612,544.072774,255,4288451015,2176151741,255,0.000662,0.000517,0.000145,64,117,0,0,2,0,6,1,1,2,0,0,0,2,11,0,Normal,0,0
7145,0.83077,tcp,ftp,FIN,52,54,2934,3742,126.388769,31,29,27714.04883,35369.59766,11,15,16.283529,15.665019,1411.035522,52.871797,255,1558343469,1559299917,255,0.000638,0.00052,0.000118,56,69,0,0,1,0,4,1,1,6,1,1,0,7,1,0,Normal,0,0
36388,1.007168,tcp,http,FIN,12,18,1580,10168,28.793606,31,29,11509.49902,76285.1875,3,5,91.526729,59.216644,9539.696325,7682.901678,255,2616461681,2613225977,255,0.000597,0.000482,0.000115,132,565,1,3924,1,0,4,1,1,1,0,0,1,4,1,0,Normal,0,0
27040,0.032904,tcp,-,FIN,60,62,3614,50036,3677.364556,31,29,864089.5,11969123.0,7,24,0.5615,0.526049,33.198804,31.567335,255,879751383,880078213,255,0.000947,0.000806,0.000141,60,807,0,0,2,0,2,1,1,1,0,0,0,4,5,0,Normal,0,0
8717,0.025865,tcp,-,FIN,64,66,3806,51808,4987.434807,31,29,1158940.625,15781636.0,7,26,0.405667,0.394766,22.473517,22.015686,255,1672783050,3818477852,255,0.000714,0.000591,0.000123,59,785,0,0,9,0,3,1,1,1,0,0,0,4,8,0,Normal,0,0
87456,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,5,4,4,14,0,0,0,5,11,0,DoS,1,1
33890,0.023662,tcp,ftp,FIN,52,54,2934,3742,4437.49455,31,29,973036.875,1241822.25,11,15,0.457745,0.435981,33.830541,0.838102,255,3119869010,3116678817,255,0.000709,0.000551,0.000158,56,69,0,0,1,0,10,1,1,4,1,1,0,5,1,0,Normal,0,0
42280,4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,34,2,14,14,1,34,0,0,0,14,34,0,Normal,0,0
19340,9.494825,tcp,-,FIN,424,806,23844,1028278,129.438926,31,29,20042.91797,865315.9375,36,366,22.445689,11.794241,9275.78228,6730.904244,255,1020249681,1025940341,255,0.00057,0.000457,0.000113,56,1276,0,0,3,0,6,1,1,2,0,0,0,1,7,0,Normal,0,0
38822,0.00097,udp,dns,CON,2,2,130,162,3092.783525,31,29,536082.5,668041.25,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,4,1,1,1,0,0,0,3,5,0,Normal,0,0
3609,0.143773,tcp,-,FIN,78,80,4550,72810,1091.99916,31,29,249949.5625,4000751.0,7,33,1.91296,1.812203,99.660368,96.838214,255,2680361033,535299619,255,0.000727,0.0006,0.000127,58,910,0,0,14,0,3,1,1,1,0,0,0,12,6,0,Normal,0,0
81243,1.066119,tcp,-,FIN,14,12,774,642,23.449541,254,252,5395.270508,4419.769531,4,3,82.009154,89.027273,4319.672801,119.756336,255,391075612,901551986,255,0.182407,0.086191,0.096216,55,54,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0,0
24283,0.004948,tcp,-,FIN,18,18,4552,2456,7073.565137,31,29,6952304.0,3751010.5,7,7,0.272529,0.262588,13.489485,0.351186,255,1653811665,3804252807,255,0.000638,0.00048,0.000158,253,136,0,0,9,0,3,1,1,3,0,0,0,6,10,0,Normal,0,0
40196,0.001027,udp,dns,CON,2,2,132,164,2921.129446,31,29,514118.7813,638753.625,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,6,1,1,6,0,0,0,6,3,0,Normal,0,0
119692,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,3,5,0,DoS,1,1
3208,0.001103,udp,dns,CON,2,2,130,162,2719.854899,31,29,471441.5313,587488.6875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,6,0,4,3,2,2,0,0,0,11,4,0,Normal,0,0
13028,0.002026,tcp,http,FIN,4,8,690,1272,5429.41741,31,29,2045409.625,4394866.5,0,1,0.560667,0.149429,0.784421,0.176754,255,3007695114,863350119,255,0.0,0.0,0.0,173,159,1,3924,3,0,6,2,2,2,0,0,2,2,3,0,Normal,0,0
43408,1e-05,udp,-,INT,2,0,2050,0,100000.0025,254,0,820000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1025,0,0,0,32,2,10,9,1,32,0,0,0,10,32,0,Normal,0,0
105620,1.194719,tcp,-,FIN,14,6,6830,268,15.903322,254,252,42473.58594,1499.934326,4,1,91.830386,217.319594,7295.358855,404.146094,255,2216030390,2705806816,255,0.178807,0.108118,0.070689,488,45,0,0,3,1,2,2,2,3,0,0,0,2,4,0,Normal,0,0
12588,0.091911,tcp,-,FIN,22,14,1470,1728,380.803156,31,29,122205.1719,139700.3594,5,4,4.376714,7.016385,407.514331,15.022472,255,1372166444,3522057452,255,0.00072,0.000568,0.000152,67,123,0,0,3,0,4,1,1,6,0,0,0,2,4,0,Normal,0,0
78545,0.680822,tcp,-,FIN,10,6,1426,268,22.03219,254,252,15087.64356,2632.112305,2,1,73.198222,114.008203,3915.433013,184.414109,255,4030609286,722756643,255,0.292808,0.110774,0.182034,143,45,0,0,13,1,1,1,1,4,0,0,0,2,4,0,Normal,0,0
20910,1.253924,tcp,http,FIN,14,18,1684,10168,24.722391,31,29,9978.276367,61273.25,3,5,96.428923,73.728412,9016.446368,7895.555997,255,1780373656,1811415606,255,0.000675,0.000536,0.000139,120,565,1,3924,4,0,3,1,1,2,0,0,1,4,1,0,Normal,0,0
19818,1.143691,tcp,http,FIN,14,18,1684,10168,27.105225,31,29,10940.01856,67178.98438,3,5,87.948846,67.243529,8827.214899,7728.241956,255,55865660,57310854,255,0.000684,0.000546,0.000138,120,565,1,3924,2,0,4,1,1,4,0,0,1,1,3,0,Normal,0,0
44262,0.76241,tcp,-,FIN,10,6,738,268,19.674454,254,252,6977.873047,2350.441406,2,1,78.507,125.771,4138.606731,189.661953,255,588117607,962389885,255,0.241725,0.133548,0.108177,74,45,0,0,6,1,2,1,1,4,0,0,0,2,7,0,Normal,0,0
23634,0.001101,udp,-,CON,2,2,146,178,2724.795636,31,29,530426.875,646684.8125,0,0,0.012,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,13,0,1,2,1,1,0,0,0,4,8,0,Normal,0,0
46854,0.394192,tcp,-,CON,6,2,978,86,17.757843,62,252,16540.16211,872.671143,2,1,78.8384,0.004,5239.119179,0.0,255,4116056936,1435647522,255,0.36969,0.352876,0.016814,163,43,0,0,3,3,1,1,1,3,0,0,0,1,3,0,Normal,0,0
26923,0.004055,tcp,http,FIN,8,10,1040,824,4192.35521,31,29,1795314.5,1463871.75,2,2,0.528857,0.396,34.472714,0.718785,255,545127879,546147220,255,0.000619,0.000487,0.000132,130,82,1,83,4,0,1,2,1,1,0,0,1,11,3,0,Normal,0,0
130005,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,7,6,0,DoS,1,1
48411,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,2,0,0,0,6,4,0,DoS,1,1
67227,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,2,2,1,1,1,1,0,0,0,1,3,0,Normal,0,0
78685,3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,1,1,2,0,0,0,1,7,0,Normal,0,0
34236,1.369418,tcp,http,FIN,14,18,1684,10168,22.637354,31,29,9136.727539,56105.58594,3,5,105.311538,80.522,9888.047386,8656.802768,255,2793676729,666754632,255,0.000678,0.000538,0.00014,120,565,1,3924,5,0,3,1,1,1,0,0,1,3,4,0,Normal,0,0
13003,5.8e-05,udp,-,INT,2,0,503,0,17241.37888,64,0,34758620.0,0.0,0,0,0.058,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,252,0,0,0,37,0,37,37,37,37,0,0,0,37,37,0,Normal,0,0
67372,0.707255,tcp,-,FIN,10,8,534,354,24.036592,254,252,5440.753418,3506.514648,2,1,75.762333,90.29243,5211.998157,125.281141,255,1664247027,1106392309,255,0.118496,0.075205,0.043291,53,44,0,0,4,1,1,1,1,4,0,0,0,1,6,0,Normal,0,0
42199,0.920875,tcp,-,FIN,16,12,912,642,29.31994,254,252,7427.718262,5116.872559,5,3,60.462531,78.786,4562.660629,114.973867,255,1958037425,3064720152,255,0.107873,0.054225,0.053648,57,54,0,0,6,1,2,2,1,6,0,0,0,2,6,0,Normal,0,0
17093,0.344844,tcp,ssh,FIN,32,24,3728,5474,159.492402,31,29,83794.40625,121701.3984,7,7,11.124,14.959479,697.909612,20.832902,255,3442205644,1292943493,255,0.00078,0.000652,0.000128,117,228,0,0,1,0,4,1,1,3,0,0,0,7,1,0,Normal,0,0
37251,0.004968,tcp,-,FIN,18,18,4320,2456,7045.08841,31,29,6570048.0,3735909.75,7,7,0.274176,0.264059,13.986269,0.344874,255,3264914178,3268648982,255,0.000607,0.000474,0.000133,240,136,0,0,10,0,9,1,1,3,0,0,0,5,9,0,Normal,0,0
33382,0.323184,udp,-,CON,4,4,520,304,21.659487,31,29,9653.942383,5643.84375,0,0,95.020336,76.692,134.367016,108.450383,0,0,0,0,0.0,0.0,0.0,130,76,0,0,7,0,3,1,1,5,0,0,0,3,7,0,Normal,0,0
76130,0.10908,tcp,-,CON,6,2,978,86,64.173083,62,252,59772.64453,3153.648682,2,1,21.816,0.005,1222.415056,0.0,255,3801040545,2319894883,255,0.082154,0.052005,0.030149,163,43,0,0,6,3,5,5,1,6,0,0,0,5,6,0,Normal,0,0
75930,0.167316,tcp,-,CON,6,2,978,86,41.837002,62,252,38968.17969,2055.989746,2,1,33.4632,0.006,2145.517572,0.0,255,1734825759,3016233870,255,0.150828,0.083559,0.067269,163,43,0,0,11,3,6,6,1,11,0,0,0,6,12,0,Normal,0,0
29841,1.608774,tcp,-,FIN,122,126,7814,14682,153.533068,31,29,38538.66406,72432.79688,30,32,13.292512,12.86588,972.860815,958.431311,255,175187984,176228596,255,0.000679,0.000534,0.000145,64,117,0,0,10,0,1,1,1,1,0,0,0,1,2,0,Normal,0,0
20950,0.021572,tcp,-,FIN,48,50,2958,32642,4496.569749,31,29,1074355.625,11863527.0,7,18,0.461826,0.439458,29.175083,27.320184,255,2101029063,2119916551,255,0.000599,0.000475,0.000124,62,653,0,0,3,0,3,1,1,1,0,0,0,2,2,0,Normal,0,0
